date,trade_date,usd,gbp,eur,jpy
2018-04-06,06-Apr-2018,64.9884,90.9578,79.5133,60.54
2018-04-09,09-Apr-2018,64.9287,91.4975,79.687,60.66
2018-04-10,10-Apr-2018,64.9368,91.7492,79.9047,60.58
2018-04-11,11-Apr-2018,65.1272,92.5197,80.5884,60.84
2018-04-12,12-Apr-2018,65.3496,92.7049,80.7982,61.15
2018-04-13,13-Apr-2018,65.2226,92.7726,80.3412,60.64
2018-04-16,16-Apr-2018,65.4476,93.2759,80.7362,61.02
2018-04-17,17-Apr-2018,65.6124,94.2063,81.32,61.35
2018-04-18,18-Apr-2018,65.6814,93.9835,81.3004,61.21
2018-04-19,19-Apr-2018,65.7837,93.4194,81.3876,61.22
2018-04-20,20-Apr-2018,66.0167,92.7271,81.458,61.4
2018-04-23,23-Apr-2018,66.2177,92.8438,81.269,61.4
2018-04-24,24-Apr-2018,66.3622,92.5089,81.0548,60.98
2018-04-25,25-Apr-2018,66.6983,93.1375,81.4253,61.12
2018-04-26,26-Apr-2018,66.8299,93.1676,81.3788,61.12
2018-04-27,27-Apr-2018,66.7801,92.8911,80.7438,61.08
2018-05-02,02-May-2018,66.6636,90.6625,80.0097,60.71
2018-05-03,03-May-2018,66.6093,90.602,79.8579,60.79
2018-05-04,04-May-2018,66.7681,90.5843,79.9682,61.17
2018-05-07,07-May-2018,67.106,90.8481,80.1179,61.44
2018-05-08,08-May-2018,67.0809,91.1361,80.0074,61.56
2018-05-09,09-May-2018,67.3815,91.0863,79.746,61.49
2018-05-10,10-May-2018,67.3786,91.3856,79.8908,61.34
2018-05-11,11-May-2018,67.2203,90.8751,80.0863,61.43
2018-05-14,14-May-2018,67.3153,91.2459,80.5091,61.54
2018-05-15,15-May-2018,67.5288,91.488,80.5281,61.44
2018-05-16,16-May-2018,67.8276,91.6826,80.2943,61.52
2018-05-17,17-May-2018,67.7156,91.6463,79.8909,61.28
2018-05-18,18-May-2018,67.9577,91.8788,80.2784,61.31
2018-05-21,21-May-2018,68.0883,91.4085,79.9289,61.15
2018-05-22,22-May-2018,68.0187,91.2471,80.0716,61.25
2018-05-23,23-May-2018,68.2139,91.4271,80.24,61.74
2018-05-24,24-May-2018,68.3872,91.4405,80.143,62.4
2018-05-25,25-May-2018,68.26,91.2158,79.8847,62.38
2018-05-28,28-May-2018,67.443,89.888,79.0027,61.75
2018-05-29,29-May-2018,67.8201,90.1668,78.6984,62.27
2018-05-30,30-May-2018,67.6288,89.7028,78.1992,62.21
2018-05-31,31-May-2018,67.4526,89.7929,78.7914,62.04
2018-06-01,01-Jun-2018,67.184,89.1397,78.4104,61.56
2018-06-04,04-Jun-2018,67.0543,89.6181,78.3597,61.14
2018-06-05,05-Jun-2018,67.1794,89.4292,78.5394,61.14
2018-06-06,06-Jun-2018,67.0397,67.0397,67.0397,61.02
2018-06-07,07-Jun-2018,67.0181,90.0455,79.1015,60.91
2018-06-08,08-Jun-2018,67.5228,90.6021,79.5824,61.6
2018-06-11,11-Jun-2018,67.3353,90.3707,79.523,61.24
2018-06-12,12-Jun-2018,67.4571,90.062,79.3498,61.1
2018-06-13,13-Jun-2018,67.6251,90.3336,79.3919,61.15
2018-06-14,14-Jun-2018,67.6875,90.6809,79.9254,61.52
2018-06-15,15-Jun-2018,67.9739,89.9974,78.605,61.34
2018-06-18,18-Jun-2018,68.0248,90.2485,78.8543,61.55
2018-06-19,19-Jun-2018,68.1511,90.3071,79.1575,62.19
2018-06-20,20-Jun-2018,68.0838,89.5983,78.8274,61.82
2018-06-21,21-Jun-2018,68.195,89.581,78.7925,61.61
2018-06-22,22-Jun-2018,67.7695,89.9572,78.8566,61.61
2018-06-25,25-Jun-2018,68.1466,90.2738,79.3499,62.27
2018-06-26,26-Jun-2018,68.1676,90.472,79.7425,62.17
2018-06-27,27-Jun-2018,68.5246,90.6032,79.8654,62.36
2018-06-28,28-Jun-2018,68.9389,90.2134,79.6382,62.53
2018-06-29,29-Jun-2018,68.5753,89.9296,79.8491,62.02
2018-07-02,02-Jul-2018,68.6227,90.431,79.9592,62.0
2018-07-03,03-Jul-2018,68.6935,90.3457,80.0211,61.91
2018-07-04,04-Jul-2018,68.5312,90.5229,80.0239,62.09
2018-07-05,05-Jul-2018,68.7545,91.0722,80.4771,62.17
2018-07-06,06-Jul-2018,68.8757,91.1432,80.6328,62.25
2018-07-09,09-Jul-2018,68.6573,91.4653,80.7822,62.16
2018-07-10,10-Jul-2018,68.7942,91.1051,80.78,61.93
2018-07-11,11-Jul-2018,68.829,91.3453,80.7947,61.98
2018-07-12,12-Jul-2018,68.6313,90.672,80.165,61.15
2018-07-13,13-Jul-2018,68.4094,90.071,79.7617,60.77
2018-07-16,16-Jul-2018,68.5877,90.8481,80.2526,61.02
2018-07-17,17-Jul-2018,68.2978,90.516,80.1006,60.78
2018-07-18,18-Jul-2018,68.5652,89.7258,79.7363,60.65
2018-07-19,19-Jul-2018,68.8331,89.93,80.1153,61.01
2018-07-20,20-Jul-2018,68.8458,89.6671,80.3114,61.27
2018-07-21,21-Jul-2018,68.704,90.2766,80.5619,61.93
2018-07-23,23-Jul-2018,68.704,90.2766,80.5619,61.93
2018-07-24,24-Jul-2018,69.053,90.3015,80.5434,61.98
2018-07-25,25-Jul-2018,68.8028,90.5812,80.4497,61.88
2018-07-26,26-Jul-2018,68.7017,90.6633,80.6045,62.09
2018-07-27,27-Jul-2018,68.7041,89.9891,79.9821,61.84
2018-07-30,30-Jul-2018,68.7531,90.1454,80.1597,61.89
2018-07-31,31-Jul-2018,68.6068,90.0862,80.3687,61.69
2018-08-01,01-Aug-2018,68.6058,89.9344,80.1151,61.21
2018-08-02,02-Aug-2018,68.3566,89.5221,79.5748,61.23
2018-08-03,03-Aug-2018,68.7933,89.5171,79.6746,61.58
2018-08-06,06-Aug-2018,68.6833,89.2585,79.3805,61.71
2018-08-07,07-Aug-2018,68.8,89.135,79.5599,61.81
2018-08-08,08-Aug-2018,68.6465,88.8167,79.7169,61.74
2018-08-09,09-Aug-2018,68.624,88.3475,79.6327,61.8
2018-08-10,10-Aug-2018,68.9538,88.1901,78.9985,62.15
2018-08-13,13-Aug-2018,69.4685,88.6274,79.1876,62.97
2018-08-14,14-Aug-2018,69.7696,89.2311,79.6997,62.9
2018-08-16,16-Aug-2018,70.2287,89.367,79.9718,63.35
2018-08-20,20-Aug-2018,69.7617,88.8741,79.672,63.09
2018-08-21,21-Aug-2018,69.6668,89.3997,80.2478,63.3
2018-08-23,23-Aug-2018,70.0656,90.2576,81.0486,63.21
2018-08-24,24-Aug-2018,70.1377,89.9694,81.1699,62.98
2018-08-27,27-Aug-2018,70.0366,89.9541,81.3032,63.07
2018-08-28,28-Aug-2018,70.1687,90.3263,81.9266,63.08
2018-08-29,29-Aug-2018,70.5046,90.6257,82.3376,63.42
2018-08-30,30-Aug-2018,70.7329,92.1518,82.7184,63.34
2018-08-31,31-Aug-2018,70.9255,92.353,82.8391,63.91
2018-09-03,03-Sep-2018,70.7695,91.3582,82.1445,63.8
2018-09-04,04-Sep-2018,71.1857,91.4603,82.4919,63.92
2018-09-05,05-Sep-2018,71.7533,92.2255,83.131,64.36
2018-09-06,06-Sep-2018,71.9214,92.8007,83.6005,64.56
2018-09-07,07-Sep-2018,71.9009,93.0364,83.6744,64.98
2018-09-10,10-Sep-2018,72.5745,93.7396,83.8081,65.42
2018-09-11,11-Sep-2018,72.3227,94.4182,84.0771,64.89
2018-09-12,12-Sep-2018,72.7549,94.6211,84.3244,65.22
2018-09-14,14-Sep-2018,71.8129,94.1553,83.9771,64.19
2018-09-17,17-Sep-2018,72.5505,94.9405,84.3985,64.78
2018-09-18,18-Sep-2018,72.3796,95.2897,84.7657,64.59
2018-09-19,19-Sep-2018,72.6781,95.5925,84.905,64.69
2018-09-21,21-Sep-2018,71.8489,95.15,84.683,63.67
2018-09-24,24-Sep-2018,72.6927,94.9953,85.2535,64.61
2018-09-25,25-Sep-2018,72.8134,95.5016,85.6237,64.47
2018-09-26,26-Sep-2018,72.7182,95.7699,85.5365,64.42
2018-09-27,27-Sep-2018,72.6505,95.4347,85.0418,64.47
2018-09-28,28-Sep-2018,72.5474,94.908,84.4428,63.9
2018-10-01,01-Oct-2018,72.8036,94.8825,84.3799,63.89
2018-10-03,03-Oct-2018,73.0299,94.988,84.5784,64.18
2018-10-04,04-Oct-2018,73.7509,95.3904,84.6257,64.49
2018-10-05,05-Oct-2018,73.5809,95.8877,84.6975,64.59
2018-10-08,08-Oct-2018,73.9235,96.8575,85.0613,64.96
2018-10-09,09-Oct-2018,74.0989,96.9895,85.108,65.51
2018-10-10,10-Oct-2018,74.1316,97.6284,85.2637,65.6
2018-10-11,11-Oct-2018,74.3875,98.2961,85.9012,66.29
2018-10-12,12-Oct-2018,73.7967,97.6537,85.5545,65.67
2018-10-15,15-Oct-2018,73.9708,97.0832,85.4895,66.08
2018-10-16,16-Oct-2018,73.9041,97.3327,85.575,65.95
2018-10-17,17-Oct-2018,73.4846,96.8684,84.98,65.47
2018-10-19,19-Oct-2018,73.4354,95.6525,84.1741,65.27
2018-10-22,22-Oct-2018,73.3025,95.9305,84.573,65.02
2018-10-23,23-Oct-2018,73.7818,95.5568,84.4743,65.62
2018-10-24,24-Oct-2018,73.2645,95.0529,83.9934,65.13
2018-10-25,25-Oct-2018,73.2746,94.619,83.6478,65.33
2018-10-26,26-Oct-2018,73.374,94.0503,83.4077,65.41
2018-10-29,29-Oct-2018,73.4181,94.2644,83.6942,65.62
2018-10-30,30-Oct-2018,73.5709,94.184,83.7114,65.28
2018-10-31,31-Oct-2018,73.9936,94.1016,83.925,65.36
2018-11-01,01-Nov-2018,73.8295,94.8182,83.7261,65.4
2018-11-02,02-Nov-2018,72.8798,94.753,83.2292,64.47
2018-11-05,05-Nov-2018,73.074,94.9845,83.2566,64.5
2018-11-06,06-Nov-2018,73.0097,95.302,83.2632,64.37
2018-11-09,09-Nov-2018,72.7347,94.8737,82.5195,63.84
2018-11-12,12-Nov-2018,72.9078,93.9947,82.4315,63.91
2018-11-13,13-Nov-2018,72.5853,93.4908,81.611,63.69
2018-11-14,14-Nov-2018,72.1039,93.6961,81.4361,63.31
2018-11-15,15-Nov-2018,72.16,93.9518,81.8256,63.55
2018-11-16,16-Nov-2018,71.8023,91.9247,81.4626,63.37
2018-11-19,19-Nov-2018,71.9007,92.1983,81.9419,63.74
2018-11-20,20-Nov-2018,71.3276,91.7197,81.6867,63.4
2018-11-22,22-Nov-2018,71.1787,91.0423,81.1883,62.97
2018-11-26,26-Nov-2018,70.7144,90.6478,80.266,62.47
2018-11-27,27-Nov-2018,70.9065,90.8369,80.4207,62.49
2018-11-28,28-Nov-2018,70.6881,90.1368,79.8752,62.08
2018-11-29,29-Nov-2018,69.9159,89.7389,79.5801,61.71
2018-11-30,30-Nov-2018,69.6574,89.0848,79.3588,61.43
2018-12-03,03-Dec-2018,70.028,89.5005,79.5887,61.69
2018-12-04,04-Dec-2018,70.3455,89.645,80.079,62.21
2018-12-05,05-Dec-2018,70.5171,89.4458,79.8366,62.37
2018-12-06,06-Dec-2018,71.0371,90.2953,80.5457,62.99
2018-12-07,07-Dec-2018,70.5663,90.1212,80.2245,62.53
2018-12-10,10-Dec-2018,71.3257,90.9108,81.5738,63.43
2018-12-11,11-Dec-2018,71.9274,90.4266,81.7325,63.57
2018-12-12,12-Dec-2018,72.0407,90.0393,81.5928,63.5
2018-12-13,13-Dec-2018,71.5368,90.3095,81.3407,63.06
2018-12-14,14-Dec-2018,71.7359,90.5809,81.4628,63.2
2018-12-17,17-Dec-2018,71.673,90.1981,81.0717,63.17
2018-12-18,18-Dec-2018,71.194,89.8829,80.7554,63.21
2018-12-19,19-Dec-2018,70.1094,88.7431,79.8153,62.38
2018-12-20,20-Dec-2018,70.2835,88.8454,80.0548,62.79
2018-12-21,21-Dec-2018,70.0368,88.7016,80.2127,62.87
2018-12-24,24-Dec-2018,70.1757,88.871,79.8824,63.16
2018-12-26,26-Dec-2018,69.9906,88.9581,79.8196,63.36
2018-12-27,27-Dec-2018,70.327,88.9829,80.0223,63.25
2018-12-28,28-Dec-2018,69.9786,88.6564,80.1805,63.28
2018-12-31,31-Dec-2018,69.7923,88.5488,79.7805,63.21
2019-01-01,01-Jan-2019,69.7131,88.9748,79.933,63.57
2019-01-02,02-Jan-2019,69.6089,88.8261,79.9635,63.75
2019-01-03,03-Jan-2019,70.3627,88.2756,79.9208,65.8
2019-01-04,04-Jan-2019,69.8653,88.2599,79.5659,64.6
2019-01-07,07-Jan-2019,69.4814,88.5943,79.389,64.21
2019-01-08,08-Jan-2019,70.0221,89.4238,80.1576,64.37
2019-01-09,09-Jan-2019,70.4418,89.7231,80.7099,64.71
2019-01-10,10-Jan-2019,70.5135,90.1656,81.492,65.4
2019-01-11,11-Jan-2019,70.4737,89.9155,81.2083,65.03
2019-01-14,14-Jan-2019,70.8244,90.964,81.2469,65.5
2019-01-15,15-Jan-2019,71.0298,91.6242,81.5048,65.37
2019-01-16,16-Jan-2019,71.1847,91.4619,81.1762,65.62
2019-01-17,17-Jan-2019,71.3418,91.8616,81.2583,65.51
2019-01-18,18-Jan-2019,71.1418,92.2946,81.0656,65.04
2019-01-21,21-Jan-2019,71.3782,91.8913,81.2308,65.15
2019-01-22,22-Jan-2019,71.3761,91.8963,81.0438,65.23
2019-01-23,23-Jan-2019,71.2039,92.2067,80.9394,64.94
2019-01-24,24-Jan-2019,71.282,93.1456,81.1113,64.97
2019-01-25,25-Jan-2019,71.1051,93.2396,80.4986,64.74
2019-01-28,28-Jan-2019,71.134,93.8224,81.1482,65.05
2019-01-29,29-Jan-2019,71.0942,93.5453,81.318,65.05
2019-01-30,30-Jan-2019,71.2442,93.2867,81.538,65.2
2019-01-31,31-Jan-2019,71.0333,93.2383,81.6836,65.3
2019-02-01,01-Feb-2019,71.1102,93.1681,81.3425,65.31
2019-02-04,04-Feb-2019,71.658,93.7067,81.9997,65.29
2019-02-05,05-Feb-2019,71.7459,93.5624,82.0147,65.29
2019-02-06,06-Feb-2019,71.5731,92.6886,81.5461,65.21
2019-02-07,07-Feb-2019,71.4688,92.4478,81.2024,65.0
2019-02-08,08-Feb-2019,71.2949,92.2936,80.8304,64.98
2019-02-11,11-Feb-2019,71.1621,92.0216,80.5882,64.71
2019-02-12,12-Feb-2019,70.9353,91.262,80.0259,64.15
2019-02-13,13-Feb-2019,70.5547,91.1327,79.9596,63.78
2019-02-14,14-Feb-2019,70.9408,91.2791,79.9966,63.88
2019-02-15,15-Feb-2019,71.2515,91.2261,80.4168,64.55
2019-02-18,18-Feb-2019,71.4705,92.2689,80.8117,64.64
2019-02-20,20-Feb-2019,71.1773,92.9272,80.7075,64.21
2019-02-21,21-Feb-2019,71.154,92.7213,80.6203,64.24
2019-02-22,22-Feb-2019,71.2177,92.8271,80.7528,64.29
2019-02-25,25-Feb-2019,71.042,92.8808,80.6028,64.22
2019-02-26,26-Feb-2019,71.0952,93.3594,80.7471,64.16
2019-02-27,27-Feb-2019,71.1663,94.2152,80.9668,64.38
2019-02-28,28-Feb-2019,71.1953,94.7021,80.979,64.24
2019-03-01,01-Mar-2019,70.9696,94.0868,80.7161,63.49
2019-03-05,05-Mar-2019,70.7601,93.1179,80.1594,63.23
2019-03-06,06-Mar-2019,70.5798,92.7197,79.766,63.13
2019-03-07,07-Mar-2019,70.0268,92.2575,79.17,62.66
2019-03-08,08-Mar-2019,70.101,91.7954,78.5463,63.13
2019-03-11,11-Mar-2019,69.9308,90.7916,78.571,62.93
2019-03-12,12-Mar-2019,69.595,91.8714,78.3366,62.54
2019-03-13,13-Mar-2019,69.6225,91.1535,78.5709,62.55
2019-03-14,14-Mar-2019,69.6657,92.288,78.8416,62.43
2019-03-15,15-Mar-2019,69.2131,91.6437,78.3368,61.99
2019-03-18,18-Mar-2019,68.6088,91.1184,77.7827,61.5
2019-03-19,19-Mar-2019,68.5847,91.0069,77.8185,61.66
2019-03-20,20-Mar-2019,68.8604,91.2846,78.1446,61.72
2019-03-22,22-Mar-2019,68.6607,90.2778,78.1368,61.97
2019-03-25,25-Mar-2019,68.9903,90.8731,77.9735,62.76
2019-03-26,26-Mar-2019,68.8469,90.7737,77.8663,62.55
2019-03-27,27-Mar-2019,68.903,90.8753,77.6041,62.33
2019-03-28,28-Mar-2019,69.0038,91.028,77.6868,62.69
2019-03-29,29-Mar-2019,69.1713,90.4756,77.7024,62.52
2019-04-02,02-Apr-2019,69.1198,90.2119,77.4478,62.09
2019-04-03,03-Apr-2019,68.4896,90.0204,76.88,61.45
2019-04-04,04-Apr-2019,68.8446,90.7675,77.3878,61.82
2019-04-05,05-Apr-2019,69.1965,90.6354,77.7317,61.96
2019-04-08,08-Apr-2019,69.5142,90.7804,78.0403,62.38
2019-04-09,09-Apr-2019,69.5397,90.9538,78.3124,62.45
2019-04-10,10-Apr-2019,69.1482,90.3799,77.912,62.21
2019-04-11,11-Apr-2019,68.9742,90.2762,77.7942,62.07
2019-04-12,12-Apr-2019,69.324,90.5589,78.2335,61.99
2019-04-15,15-Apr-2019,69.2293,90.6193,78.3002,61.84
2019-04-16,16-Apr-2019,69.577,91.086,78.6489,62.16
2019-04-18,18-Apr-2019,69.4189,90.5519,78.4341,62.04
2019-04-22,22-Apr-2019,69.7423,90.6362,78.4076,62.32
2019-04-23,23-Apr-2019,69.7474,90.5428,78.4291,62.34
2019-04-24,24-Apr-2019,69.9045,90.346,78.3322,62.53
2019-04-25,25-Apr-2019,69.9418,90.259,78.0527,62.49
2019-04-26,26-Apr-2019,70.1445,90.5322,78.1283,62.8
2019-04-30,30-Apr-2019,69.8368,90.3348,78.0771,62.68
2019-05-02,02-May-2019,69.5419,90.787,77.8841,62.34
2019-05-03,03-May-2019,69.2679,90.2404,77.339,62.13
2019-05-06,06-May-2019,69.3558,90.998,77.636,62.62
2019-05-07,07-May-2019,69.3095,90.9706,77.701,62.59
2019-05-08,08-May-2019,69.6009,90.9002,78.0124,63.23
2019-05-09,09-May-2019,69.8685,90.9879,78.2481,63.59
2019-05-10,10-May-2019,69.9212,90.9269,78.4884,63.72
2019-05-13,13-May-2019,70.2576,91.437,78.9227,64.04
2019-05-14,14-May-2019,70.4208,91.2137,79.1511,64.25
2019-05-15,15-May-2019,70.2087,90.6319,78.688,64.01
2019-05-16,16-May-2019,70.2469,90.1937,78.721,64.18
2019-05-17,17-May-2019,70.1666,89.7276,78.4336,64.03
2019-05-21,21-May-2019,69.7291,88.622,77.7242,63.28
2019-05-22,22-May-2019,69.7655,88.5915,77.8123,63.17
2019-05-23,23-May-2019,69.6732,87.922,77.6526,63.19
2019-05-24,24-May-2019,69.6096,88.3021,77.9744,63.55
2019-05-27,27-May-2019,69.4327,88.4795,77.822,63.38
2019-05-28,28-May-2019,69.6142,88.2792,77.8574,63.59
2019-05-29,29-May-2019,69.8805,88.4706,78.0095,63.97
2019-05-30,30-May-2019,69.7852,88.1666,77.7095,63.59
2019-05-31,31-May-2019,69.8058,88.0093,77.7288,64.08
2019-06-03,03-Jun-2019,69.4338,87.7143,77.5622,64.13
2019-06-06,06-Jun-2019,69.3205,87.8744,77.8192,64.12
2019-06-07,07-Jun-2019,69.3019,88.0217,78.0691,63.92
2019-06-10,10-Jun-2019,69.4598,88.2658,78.5544,63.94
2019-06-11,11-Jun-2019,69.4222,88.0398,78.5799,63.9
2019-06-12,12-Jun-2019,69.4048,88.3282,78.7,64.07
2019-06-13,13-Jun-2019,69.3579,88.0207,78.374,64.03
2019-06-14,14-Jun-2019,69.5646,88.1986,78.4308,64.23
2019-06-17,17-Jun-2019,69.8362,87.8898,78.2729,64.31
2019-06-18,18-Jun-2019,69.801,87.4602,78.4233,64.47
2019-06-19,19-Jun-2019,69.6677,87.4878,77.9925,64.34
2019-06-21,21-Jun-2019,69.6343,88.365,78.5851,64.9
2019-06-24,24-Jun-2019,69.4788,88.6827,79.1137,64.68
2019-06-25,25-Jun-2019,69.3398,88.4161,79.0525,64.81
2019-06-26,26-Jun-2019,69.3192,87.8357,78.7549,64.55
2019-06-27,27-Jun-2019,69.2216,87.7356,78.5887,64.01
2019-07-01,01-Jul-2019,68.9665,87.4697,78.1285,63.64
2019-07-04,04-Jul-2019,68.8545,86.5721,77.6881,63.86
2019-07-05,05-Jul-2019,68.7499,86.5039,77.5178,63.7
2019-07-08,08-Jul-2019,68.6982,86.0596,77.1078,63.42
2019-07-09,09-Jul-2019,68.7301,85.8792,77.0478,63.18
2019-07-10,10-Jul-2019,68.5269,85.3009,76.7908,62.93
2019-07-11,11-Jul-2019,68.3665,85.6541,77.0436,63.32
2019-07-12,12-Jul-2019,68.5855,86.0112,77.2931,63.3
2019-07-15,15-Jul-2019,68.5836,86.1991,77.3074,63.49
2019-07-16,16-Jul-2019,68.5672,85.7657,77.1838,63.45
2019-07-18,18-Jul-2019,68.8758,85.7164,77.4389,63.99
2019-07-19,19-Jul-2019,68.8249,86.2248,77.5161,63.93
2019-07-22,22-Jul-2019,69.0199,86.2956,77.4215,63.94
2019-07-23,23-Jul-2019,68.9922,85.9312,77.2055,63.8
2019-07-24,24-Jul-2019,69.0135,85.8855,76.9616,63.83
2019-07-25,25-Jul-2019,68.9904,86.0738,76.8181,63.81
2019-07-26,26-Jul-2019,69.0611,85.8494,76.9437,63.58
2019-07-29,29-Jul-2019,68.9023,85.2193,76.6552,63.42
2019-07-30,30-Jul-2019,68.75,83.5445,76.5751,63.31
2019-07-31,31-Jul-2019,68.8569,83.7364,76.842,63.43
2019-08-01,01-Aug-2019,69.058,83.7457,76.3059,63.24
2019-08-02,02-Aug-2019,69.3981,84.0892,76.9366,64.82
2019-08-05,05-Aug-2019,70.3584,85.2556,78.2686,66.42
2019-08-06,06-Aug-2019,70.7226,85.9944,79.2494,66.41
2019-08-08,08-Aug-2019,70.8497,86.1528,79.3913,66.76
2019-08-09,09-Aug-2019,70.5185,85.6085,78.9069,66.58
2019-08-13,13-Aug-2019,71.2365,85.8939,79.7557,67.66
2019-08-14,14-Aug-2019,71.0968,85.7442,79.4554,66.82
2019-08-16,16-Aug-2019,71.2872,86.3269,79.1468,67.17
2019-08-19,19-Aug-2019,71.3419,86.8026,79.1386,67.05
2019-08-20,20-Aug-2019,71.6483,86.7809,79.3682,67.27
2019-08-22,22-Aug-2019,71.5508,86.8913,79.3942,67.2
2019-08-23,23-Aug-2019,71.7033,86.9121,79.4272,67.44
2019-08-26,26-Aug-2019,72.1814,88.5955,80.4731,68.61
2019-08-27,27-Aug-2019,71.8206,87.7485,79.7395,67.97
2019-08-29,29-Aug-2019,71.9971,87.9358,79.7949,67.98
2019-08-30,30-Aug-2019,71.7586,87.4292,79.2397,67.49
2019-09-03,03-Sep-2019,72.1899,86.7193,78.9998,67.92
2019-09-04,04-Sep-2019,72.07,87.2806,79.105,67.89
2019-09-05,05-Sep-2019,71.8611,87.8861,79.2091,67.47
2019-09-06,06-Sep-2019,71.7323,88.5057,79.2097,67.04
2019-09-09,09-Sep-2019,71.5886,87.8292,78.936,66.98
2019-09-11,11-Sep-2019,71.6637,88.563,79.1569,66.47
2019-09-13,13-Sep-2019,70.9387,87.6547,78.5646,65.64
2019-09-16,16-Sep-2019,71.5362,89.1393,79.1934,66.34
2019-09-17,17-Sep-2019,71.8196,89.1219,78.9613,66.36
2019-09-18,18-Sep-2019,71.3132,89.0626,78.9052,65.9
2019-09-20,20-Sep-2019,70.937,89.2142,78.4407,65.76
2019-09-23,23-Sep-2019,70.9212,88.4799,78.1835,65.83
2019-09-24,24-Sep-2019,70.8477,88.1152,77.8611,65.88
2019-09-25,25-Sep-2019,71.0395,88.5498,78.1425,66.18
2019-09-26,26-Sep-2019,70.9021,87.6766,77.6619,65.87
2019-09-27,27-Sep-2019,70.8381,87.3259,77.3203,65.71
2019-09-30,30-Sep-2019,70.685,86.9256,77.3284,65.55
2019-10-01,01-Oct-2019,70.9109,87.0554,77.1752,65.49
2019-10-03,03-Oct-2019,71.1163,87.4195,77.8927,66.39
2019-10-04,04-Oct-2019,70.8703,87.5229,77.7844,66.36
2019-10-07,07-Oct-2019,70.9763,87.4182,77.9282,66.41
2019-10-09,09-Oct-2019,71.1121,86.7904,77.9284,66.35
2019-10-10,10-Oct-2019,71.0516,86.8592,78.0544,66.1
2019-10-11,11-Oct-2019,71.0272,88.4298,78.2421,65.78
2019-10-14,14-Oct-2019,71.0188,89.2891,78.2925,65.61
2019-10-15,15-Oct-2019,71.3186,90.4134,78.7419,65.82
2019-10-16,16-Oct-2019,71.5051,91.3506,79.0184,65.77
2019-10-18,18-Oct-2019,71.1988,91.518,79.1854,65.58
2019-10-22,22-Oct-2019,70.8731,91.9602,79.0641,65.26
2019-10-23,23-Oct-2019,70.9373,91.3275,78.9225,65.44
2019-10-24,24-Oct-2019,70.9338,91.6346,78.981,65.3
2019-10-25,25-Oct-2019,70.9593,91.1889,78.8121,65.3
2019-10-29,29-Oct-2019,70.7303,90.9115,78.4418,64.9
2019-10-30,30-Oct-2019,70.9915,91.3594,78.8929,65.23
2019-10-31,31-Oct-2019,70.8095,91.5,79.0338,65.15
2019-11-01,01-Nov-2019,70.8798,91.8465,79.1198,65.65
2019-11-04,04-Nov-2019,70.6821,91.4174,78.9312,65.3
2019-11-05,05-Nov-2019,70.7283,91.1113,78.7046,65.01
2019-11-06,06-Nov-2019,70.8861,91.3207,78.5116,65.0
2019-11-07,07-Nov-2019,71.0079,91.2409,78.5523,65.3
2019-11-08,08-Nov-2019,71.2494,91.2662,78.7311,65.21
2019-11-11,11-Nov-2019,71.445,91.4191,78.7533,65.57
2019-11-13,13-Nov-2019,71.7002,92.1735,78.9744,65.74
2019-11-14,14-Nov-2019,72.0501,92.4273,79.2359,66.28
2019-11-15,15-Nov-2019,71.7109,92.366,79.0445,66.04
2019-11-18,18-Nov-2019,71.7131,92.7011,79.3166,65.89
2019-11-19,19-Nov-2019,71.8138,93.0932,79.5625,66.12
2019-11-20,20-Nov-2019,71.6756,92.526,79.3645,66.05
2019-11-21,21-Nov-2019,71.7996,92.813,79.5152,66.12
2019-11-22,22-Nov-2019,71.8514,92.8291,79.5218,66.14
2019-11-25,25-Nov-2019,71.6468,92.0599,78.9982,65.81
2019-11-26,26-Nov-2019,71.5909,92.3231,78.854,65.7
2019-11-27,27-Nov-2019,71.3627,91.6711,78.5632,65.37
2019-11-28,28-Nov-2019,71.5147,92.5867,78.731,65.33
2019-11-29,29-Nov-2019,71.7255,92.6631,78.975,65.51
2019-12-02,02-Dec-2019,71.7217,92.6496,79.0249,65.41
2019-12-03,03-Dec-2019,71.6006,92.6622,79.2938,65.59
2019-12-04,04-Dec-2019,71.78,93.2719,79.504,66.11
2019-12-05,05-Dec-2019,71.5476,93.8137,79.2924,65.76
2019-12-06,06-Dec-2019,71.3165,93.8772,79.1927,65.61
2019-12-09,09-Dec-2019,71.162,93.7455,78.7189,65.54
2019-12-10,10-Dec-2019,70.8962,93.2739,78.4575,65.27
2019-12-11,11-Dec-2019,70.8679,93.1011,78.5816,65.17
2019-12-12,12-Dec-2019,70.7494,93.4651,78.8101,65.15
2019-12-13,13-Dec-2019,70.7178,95.2767,78.9748,64.53
2019-12-16,16-Dec-2019,70.941,94.9645,79.0084,64.85
2019-12-17,17-Dec-2019,70.9687,94.2242,79.1008,64.78
2019-12-18,18-Dec-2019,71.0611,93.1284,79.137,64.93
2019-12-19,19-Dec-2019,71.0813,92.9995,79.0974,64.86
2019-12-20,20-Dec-2019,71.1569,92.6164,79.1051,65.09
2019-12-23,23-Dec-2019,71.1699,92.6613,78.8814,65.04
2019-12-24,24-Dec-2019,71.1959,92.1522,78.9487,65.07
2019-12-26,26-Dec-2019,71.2699,92.5549,79.0264,65.05
