date,trade_date,usd,gbp,eur,jpy
2014-05-05,05-May-2014,60.0475,101.3181,83.3423,58.88
2014-05-06,06-May-2014,60.202,101.6752,83.5532,59.0
2014-05-07,07-May-2014,60.0399,101.9658,83.584,59.17
2014-05-08,08-May-2014,59.9913,101.7512,83.4805,58.96
2014-05-09,09-May-2014,60.054,101.6534,83.0738,59.06
2014-05-12,12-May-2014,59.729,100.8166,82.2235,58.6
2014-05-13,13-May-2014,59.8773,100.9831,82.4035,58.55
2014-05-15,15-May-2014,59.4745,99.7031,81.5526,58.34
2014-05-16,16-May-2014,58.861,98.8217,80.7166,57.97
2014-05-19,19-May-2014,58.426,98.2842,80.117,57.67
2014-05-20,20-May-2014,58.7455,98.7747,80.5261,57.93
2014-05-21,21-May-2014,58.7725,99.0199,80.5684,58.09
2014-05-22,22-May-2014,58.574,98.8788,80.05,57.62
2014-05-23,23-May-2014,58.483,98.6725,79.8058,57.57
2014-05-26,26-May-2014,58.5873,98.661,79.814,57.48
2014-05-27,27-May-2014,59.0585,99.614,80.6048,57.97
2014-05-28,28-May-2014,59.077,99.2021,80.53,57.98
2014-05-29,29-May-2014,58.8415,98.4065,80.0315,57.85
2014-05-30,30-May-2014,59.0335,98.9106,80.335,58.1
2014-06-02,02-Jun-2014,59.1385,99.0215,80.6285,58.01
2014-06-03,03-Jun-2014,59.2125,99.1691,80.5645,57.88
2014-06-04,04-Jun-2014,59.336,99.1801,80.764,57.76
2014-06-05,05-Jun-2014,59.2973,99.3408,80.6999,57.83
2014-06-06,06-Jun-2014,59.197,99.5161,80.8345,57.85
2014-06-09,09-Jun-2014,59.0605,99.3457,80.616,57.65
2014-06-10,10-Jun-2014,59.2647,99.6299,80.5934,57.95
2014-06-11,11-Jun-2014,59.325,99.4168,80.32,57.99
2014-06-12,12-Jun-2014,59.3283,99.6834,80.3036,58.13
2014-06-13,13-Jun-2014,59.4783,100.9347,80.712,58.28
2014-06-16,16-Jun-2014,60.0059,101.998,81.2541,58.96
2014-06-17,17-Jun-2014,60.368,102.4807,81.8665,59.21
2014-06-18,18-Jun-2014,60.124,102.0004,81.431,58.81
2014-06-19,19-Jun-2014,60.0031,102.0473,81.7106,58.94
2014-06-20,20-Jun-2014,60.2785,102.7688,82.12,59.17
2014-06-23,23-Jun-2014,60.1927,102.5623,81.9065,59.05
2014-06-24,24-Jun-2014,60.105,102.3228,81.752,58.94
2014-06-25,25-Jun-2014,60.2785,102.2806,82.0475,59.15
2014-06-26,26-Jun-2014,60.1618,102.2329,82.044,59.12
2014-06-27,27-Jun-2014,60.0958,102.3972,81.882,59.27
2014-06-30,30-Jun-2014,60.0933,102.3269,82.0094,59.28
2014-07-01,01-Jul-2014,60.137,102.8343,82.283,59.27
2014-07-02,02-Jul-2014,59.9745,102.8982,82.022,59.05
2014-07-03,03-Jul-2014,59.7225,102.4539,81.5415,58.62
2014-07-04,04-Jul-2014,59.7939,102.6601,81.3203,58.6
2014-07-07,07-Jul-2014,59.9455,102.7826,81.3923,58.71
2014-07-08,08-Jul-2014,59.7968,102.42,81.3225,58.73
2014-07-09,09-Jul-2014,59.726,102.3584,81.38,58.79
2014-07-10,10-Jul-2014,59.875,102.5898,81.6925,59.0
2014-07-11,11-Jul-2014,60.1855,103.1459,81.872,59.41
2014-07-14,14-Jul-2014,60.005,102.7166,81.599,59.18
2014-07-15,15-Jul-2014,60.2195,102.7947,81.951,59.27
2014-07-16,16-Jul-2014,60.1903,103.1361,81.656,59.19
2014-07-17,17-Jul-2014,60.1401,103.0019,81.334,59.25
2014-07-18,18-Jul-2014,60.33,103.1824,81.5848,59.54
2014-07-21,21-Jul-2014,60.1853,102.8687,81.4821,59.45
2014-07-22,22-Jul-2014,60.236,102.865,81.4414,59.32
2014-07-23,23-Jul-2014,60.183,102.6842,81.0305,59.34
2014-07-24,24-Jul-2014,60.002,102.1894,80.6785,59.13
2014-07-25,25-Jul-2014,60.1448,102.2161,81.0173,59.11
2014-07-28,28-Jul-2014,60.1013,102.04,80.7385,59.0
2014-07-30,30-Jul-2014,60.1485,101.9216,80.635,58.9
2014-07-31,31-Jul-2014,60.246,101.9242,80.6985,58.61
2014-08-01,01-Aug-2014,60.851,102.6861,81.4615,59.11
2014-08-04,04-Aug-2014,61.0187,102.6945,81.9061,59.41
2014-08-05,05-Aug-2014,60.869,102.6738,81.6955,59.38
2014-08-06,06-Aug-2014,61.336,103.437,81.963,59.8
2014-08-07,07-Aug-2014,61.4123,103.4245,82.1672,60.04
2014-08-08,08-Aug-2014,61.5575,103.5028,82.4125,60.64
2014-08-11,11-Aug-2014,61.1165,102.5352,81.874,59.85
2014-08-12,12-Aug-2014,61.1847,102.5578,81.7762,59.81
2014-08-13,13-Aug-2014,61.2458,103.0154,81.899,59.91
2014-08-14,14-Aug-2014,61.0583,101.8391,81.5552,59.55
2014-08-19,19-Aug-2014,60.726,101.4792,81.0432,59.19
2014-08-20,20-Aug-2014,60.669,100.8076,80.7255,58.8
2014-08-21,21-Aug-2014,60.767,100.7213,80.559,58.53
2014-08-22,22-Aug-2014,60.436,100.2391,80.3535,58.29
2014-08-25,25-Aug-2014,60.427,100.1155,79.7436,58.01
2014-08-26,26-Aug-2014,60.496,100.3266,79.91,58.24
2014-08-27,27-Aug-2014,60.4678,100.1468,79.6545,58.17
2014-08-28,28-Aug-2014,60.4745,100.3514,79.862,58.27
2014-09-01,01-Sep-2014,60.4735,100.4283,79.3957,58.06
2014-09-02,02-Sep-2014,60.61,100.4853,79.5627,57.81
2014-09-03,03-Sep-2014,60.5445,99.7289,79.5434,57.71
2014-09-04,04-Sep-2014,60.454,99.4589,79.4607,57.6
2014-09-05,05-Sep-2014,60.4385,98.6417,78.1953,57.36
2014-09-08,08-Sep-2014,60.2628,97.5112,77.9439,57.33
2014-09-09,09-Sep-2014,60.4277,97.2463,77.9276,56.88
2014-09-10,10-Sep-2014,60.8256,98.1482,78.6597,57.12
2014-09-11,11-Sep-2014,60.9155,98.6587,78.6358,56.96
2014-09-12,12-Sep-2014,60.84,98.7251,78.6418,56.74
2014-09-15,15-Sep-2014,60.9945,99.0978,79.0306,56.85
2014-09-16,16-Sep-2014,61.1015,99.0455,79.0348,56.96
2014-09-17,17-Sep-2014,60.954,99.3245,78.9659,56.87
2014-09-18,18-Sep-2014,61.0558,99.5515,78.5727,56.13
2014-09-19,19-Sep-2014,60.8055,100.0615,78.4695,55.73
2014-09-22,22-Sep-2014,60.7875,99.2964,78.1606,55.83
2014-09-23,23-Sep-2014,60.8708,99.6333,78.2251,55.98
2014-09-24,24-Sep-2014,61.0293,99.9904,78.3738,56.17
2014-09-25,25-Sep-2014,61.0245,99.4272,77.8429,55.87
2014-09-26,26-Sep-2014,61.572,100.4239,78.4489,56.45
2014-09-29,29-Sep-2014,61.4273,99.7272,77.9328,56.07
2014-09-30,30-Sep-2014,61.6135,100.276,78.206,56.36
2014-10-01,01-Oct-2014,61.7511,100.0677,77.9546,56.24
2014-10-07,07-Oct-2014,61.3595,98.709,77.4664,56.5
2014-10-08,08-Oct-2014,61.4648,98.7678,77.6546,56.69
2014-10-09,09-Oct-2014,61.0368,98.6355,77.7426,56.57
2014-10-10,10-Oct-2014,61.1624,98.6244,77.6701,56.74
2014-10-13,13-Oct-2014,61.2455,98.6849,77.6042,57.08
2014-10-14,14-Oct-2014,61.1078,98.1513,77.6802,57.04
2014-10-16,16-Oct-2014,61.4795,98.2381,78.663,57.83
2014-10-17,17-Oct-2014,61.6165,99.1163,78.8938,58.02
2014-10-20,20-Oct-2014,61.2873,98.6235,78.1536,57.14
2014-10-21,21-Oct-2014,61.2967,99.1597,78.5885,57.63
2014-10-22,22-Oct-2014,61.2355,98.6688,77.965,57.27
2014-10-27,27-Oct-2014,61.229,98.5297,77.7547,56.71
2014-10-28,28-Oct-2014,61.3524,98.9307,77.9237,56.89
2014-10-29,29-Oct-2014,61.3175,99.0032,78.143,56.76
2014-10-30,30-Oct-2014,61.4636,98.2127,77.4503,56.34
2014-10-31,31-Oct-2014,61.408,98.0624,77.1899,55.28
2014-11-03,03-Nov-2014,61.4118,98.0624,76.6665,54.48
2014-11-05,05-Nov-2014,61.387,98.0043,76.9854,53.76
2014-11-07,07-Nov-2014,61.5205,97.3931,76.1562,53.31
2014-11-10,10-Nov-2014,61.4513,97.7567,76.6789,53.86
2014-11-11,11-Nov-2014,61.55,97.526,76.482,53.43
2014-11-12,12-Nov-2014,61.4785,97.923,76.7866,53.34
2014-11-13,13-Nov-2014,61.556,97.0984,76.6126,53.18
2014-11-14,14-Nov-2014,61.6475,96.54,76.6957,53.04
2014-11-17,17-Nov-2014,61.678,96.9393,77.3565,53.28
2014-11-18,18-Nov-2014,61.808,96.7666,77.0931,52.97
2014-11-19,19-Nov-2014,61.828,96.5568,77.421,52.71
2014-11-20,20-Nov-2014,62.1044,97.3176,77.91,52.34
2014-11-21,21-Nov-2014,61.8505,97.0125,77.6224,52.53
2014-11-24,24-Nov-2014,61.7798,96.7842,76.5946,52.41
2014-11-25,25-Nov-2014,61.9195,97.1207,76.9288,52.52
2014-11-26,26-Nov-2014,61.8658,97.2283,77.2147,52.56
2014-11-27,27-Nov-2014,61.865,97.691,77.3746,52.71
2014-11-28,28-Nov-2014,61.9736,97.3667,77.1633,52.45
2014-12-01,01-Dec-2014,62.1377,97.0529,77.3677,52.26
2014-12-02,02-Dec-2014,61.9255,97.3902,77.2149,52.31
2014-12-03,03-Dec-2014,61.8866,96.8278,76.5723,51.93
2014-12-04,04-Dec-2014,61.8771,97.0171,76.1274,51.6
2014-12-05,05-Dec-2014,61.8535,96.7265,76.5313,51.51
2014-12-08,08-Dec-2014,61.9253,96.3743,76.1,50.98
2014-12-09,09-Dec-2014,61.875,96.9024,76.2919,51.61
2014-12-10,10-Dec-2014,61.95,97.1562,76.7499,51.98
2014-12-11,11-Dec-2014,62.2059,97.8001,77.4837,52.68
2014-12-12,12-Dec-2014,62.4422,98.1529,77.3846,52.49
2014-12-15,15-Dec-2014,62.6529,98.5342,78.0154,52.94
2014-12-16,16-Dec-2014,63.4135,99.3055,79.0005,54.09
2014-12-17,17-Dec-2014,63.5813,99.9816,79.394,54.34
2014-12-18,18-Dec-2014,63.3161,98.6781,78.1067,53.39
2014-12-19,19-Dec-2014,63.067,98.7314,77.4589,52.8
2014-12-22,22-Dec-2014,63.1757,98.851,77.4155,52.88
2014-12-23,23-Dec-2014,63.4475,98.8829,77.6217,52.82
2014-12-24,24-Dec-2014,63.4614,98.5111,77.3087,52.73
2014-12-26,26-Dec-2014,63.6355,98.9787,77.7435,52.93
2014-12-29,29-Dec-2014,63.6539,99.1409,77.6005,52.9
2014-12-30,30-Dec-2014,63.7498,98.8759,77.3221,53.0
2014-12-31,31-Dec-2014,63.3315,98.5818,77.0048,52.93
2015-01-01,01-Jan-2015,63.3213,98.6356,76.5998,52.91
2015-01-02,02-Jan-2015,63.2878,98.3872,76.3061,52.59
2015-01-05,05-Jan-2015,63.3888,96.8454,75.6672,52.61
2015-01-06,06-Jan-2015,63.385,96.7192,75.7958,53.25
2015-01-07,07-Jan-2015,63.4495,95.9864,75.2765,53.3
2015-01-08,08-Jan-2015,62.967,94.9731,74.427,52.53
2015-01-09,09-Jan-2015,62.3953,94.167,73.614,52.23
2015-01-12,12-Jan-2015,62.1605,94.2788,73.7348,52.62
2015-01-13,13-Jan-2015,62.1021,94.0971,73.4171,52.28
2015-01-14,14-Jan-2015,62.153,94.2426,73.297,53.08
2015-01-15,15-Jan-2015,61.7588,94.0154,72.6345,52.4
2015-01-16,16-Jan-2015,61.8933,93.9231,72.0067,53.08
2015-01-19,19-Jan-2015,61.699,93.4123,71.3302,52.68
2015-01-20,20-Jan-2015,61.8475,93.266,71.5699,52.23
2015-01-21,21-Jan-2015,61.614,93.4931,71.3798,52.39
2015-01-22,22-Jan-2015,61.691,93.3261,71.4875,52.17
2015-01-23,23-Jan-2015,61.4988,92.1621,69.6166,51.95
2015-01-27,27-Jan-2015,61.464,92.7676,69.0302,52.0
2015-01-28,28-Jan-2015,61.4105,93.1843,69.8237,52.06
2015-01-29,29-Jan-2015,61.4998,93.123,69.3287,52.25
2015-01-30,30-Jan-2015,61.7575,93.1303,70.0268,52.4
2015-02-02,02-Feb-2015,61.884,93.2716,69.9413,52.61
2015-02-03,03-Feb-2015,61.7389,92.7071,69.9378,52.76
2015-02-04,04-Feb-2015,61.68,93.5316,70.747,52.42
2015-02-05,05-Feb-2015,61.8748,94.0683,70.1908,52.8
2015-02-06,06-Feb-2015,61.7363,94.6541,70.7868,52.63
2015-02-09,09-Feb-2015,62.141,94.7899,70.3809,52.29
2015-02-10,10-Feb-2015,61.9634,94.4136,70.2045,52.25
2015-02-11,11-Feb-2015,62.1536,94.7221,70.333,52.0
2015-02-12,12-Feb-2015,62.43,95.0185,70.6333,51.95
2015-02-13,13-Feb-2015,62.136,95.7764,71.0525,52.34
2015-02-16,16-Feb-2015,62.2023,95.9968,71.0039,52.46
2015-02-18,18-Feb-2015,62.245,95.571,71.0091,52.32
2015-02-20,20-Feb-2015,62.255,96.0097,70.7217,52.35
2015-02-23,23-Feb-2015,62.1838,95.7071,70.7589,52.28
2015-02-24,24-Feb-2015,62.2758,96.2099,70.6021,52.24
2015-02-25,25-Feb-2015,62.0468,96.0298,70.4293,52.28
2015-02-26,26-Feb-2015,61.9395,96.2416,70.388,52.06
2015-02-27,27-Feb-2015,61.7908,95.4235,69.286,51.85
2015-03-02,02-Mar-2015,61.8248,95.2658,69.1387,51.62
2015-03-03,03-Mar-2015,61.8387,95.1388,69.247,51.68
2015-03-04,04-Mar-2015,61.8543,94.9649,69.0974,51.7
2015-03-05,05-Mar-2015,62.2015,94.7142,68.602,51.89
2015-03-09,09-Mar-2015,62.616,94.3936,67.9634,51.76
2015-03-10,10-Mar-2015,62.6983,94.549,67.6577,51.47
2015-03-11,11-Mar-2015,62.745,94.6006,67.0995,51.74
2015-03-12,12-Mar-2015,62.5665,93.5682,65.9451,51.57
2015-03-13,13-Mar-2015,62.6733,93.1639,66.4212,51.6
2015-03-16,16-Mar-2015,62.8215,92.825,66.1699,51.84
2015-03-17,17-Mar-2015,62.692,92.991,66.372,51.69
2015-03-18,18-Mar-2015,62.672,92.46,66.3383,51.64
2015-03-19,19-Mar-2015,62.4208,92.9945,67.2896,51.79
2015-03-20,20-Mar-2015,62.4923,92.2636,66.8043,51.79
2015-03-23,23-Mar-2015,62.2879,93.0207,67.3644,51.95
2015-03-24,24-Mar-2015,62.1988,92.9312,68.033,51.99
2015-03-25,25-Mar-2015,62.3419,92.6463,68.121,52.07
2015-03-26,26-Mar-2015,62.6728,93.2634,68.8523,52.75
2015-03-27,27-Mar-2015,62.6069,92.9525,68.1476,52.53
2015-03-30,30-Mar-2015,62.6305,92.9437,68.0606,52.52
2015-03-31,31-Mar-2015,62.5908,92.4591,67.5104,52.11
2015-04-06,06-Apr-2015,62.158,92.7335,68.2308,52.23
2015-04-07,07-Apr-2015,62.3321,92.8312,68.0791,52.14
2015-04-08,08-Apr-2015,62.3295,92.5281,67.5963,51.98
2015-04-09,09-Apr-2015,62.256,92.4937,66.9937,51.77
2015-04-10,10-Apr-2015,62.366,91.6032,66.4884,51.74
2015-04-13,13-Apr-2015,62.3885,91.056,66.163,51.83
2015-04-15,15-Apr-2015,62.4026,92.1499,66.4837,52.19
2015-04-16,16-Apr-2015,62.3685,92.4426,66.5597,52.27
2015-04-17,17-Apr-2015,62.346,93.095,67.1342,52.41
2015-04-20,20-Apr-2015,62.5633,93.5634,67.4933,52.74
2015-04-21,21-Apr-2015,62.92,93.5746,67.3433,52.65
2015-04-22,22-Apr-2015,62.8183,93.8505,67.5862,52.55
2015-04-23,23-Apr-2015,63.185,94.9355,67.6585,52.75
2015-04-24,24-Apr-2015,63.4006,95.4242,68.4853,53.04
2015-04-27,27-Apr-2015,63.6115,96.5559,69.1839,53.45
2015-04-28,28-Apr-2015,63.3305,96.5157,68.9289,53.2
2015-04-29,29-Apr-2015,63.2025,97.0095,69.3395,53.08
2015-04-30,30-Apr-2015,63.578,97.9864,70.5334,53.53
2015-05-05,05-May-2015,63.5194,95.9588,70.5383,52.86
2015-05-06,06-May-2015,63.6425,96.8066,71.5087,53.1
2015-05-07,07-May-2015,63.88,97.2062,72.5102,53.47
2015-05-08,08-May-2015,64.0493,99.0394,71.7608,53.41
2015-05-11,11-May-2015,63.8495,98.4687,71.5114,53.25
2015-05-12,12-May-2015,64.202,100.0331,71.9127,53.43
2015-05-13,13-May-2015,64.1895,100.5785,72.0784,53.54
2015-05-14,14-May-2015,63.838,100.647,72.8775,53.68
2015-05-15,15-May-2015,63.5788,100.2956,72.3781,53.2
2015-05-18,18-May-2015,63.5543,99.8629,72.6743,53.12
2015-05-19,19-May-2015,63.6868,99.7272,71.9024,53.09
2015-05-20,20-May-2015,63.8655,98.8893,70.731,52.76
2015-05-21,21-May-2015,63.7,98.9197,70.6688,52.59
2015-05-22,22-May-2015,63.5728,99.6694,70.9282,52.66
2015-05-25,25-May-2015,63.6228,98.5072,69.9342,52.34
2015-05-26,26-May-2015,63.845,98.3788,69.6421,52.11
2015-05-27,27-May-2015,63.9475,98.639,69.8562,52.02
2015-05-28,28-May-2015,63.901,98.1647,69.7352,51.6
2015-05-29,29-May-2015,63.7615,97.7974,69.9081,51.48
2015-06-01,01-Jun-2015,63.6083,97.2698,69.6256,51.2
2015-06-02,02-Jun-2015,63.833,97.1028,69.7376,51.21
2015-06-03,03-Jun-2015,63.8515,98.1206,71.2838,51.52
2015-06-04,04-Jun-2015,64.1775,98.3007,72.251,51.6
2015-06-05,05-Jun-2015,63.8955,97.9774,71.8185,51.33
2015-06-08,08-Jun-2015,64.11,97.8447,71.1172,51.06
2015-06-09,09-Jun-2015,63.936,98.2696,72.3692,51.46
2015-06-10,10-Jun-2015,63.8849,98.4722,72.1452,51.94
2015-06-11,11-Jun-2015,63.891,98.8969,72.3118,51.85
2015-06-12,12-Jun-2015,64.0301,99.2723,71.8994,51.85
2015-06-15,15-Jun-2015,64.0868,99.5717,71.8413,51.93
2015-06-16,16-Jun-2015,64.1505,100.0363,72.272,51.91
2015-06-17,17-Jun-2015,64.1135,100.3184,72.1662,51.91
2015-06-18,18-Jun-2015,63.8495,100.9971,72.4564,51.89
2015-06-19,19-Jun-2015,63.8195,101.256,72.3585,51.83
2015-06-22,22-Jun-2015,63.5098,100.9361,72.3186,51.73
2015-06-23,23-Jun-2015,63.6406,100.4121,71.6275,51.46
2015-06-24,24-Jun-2015,63.66,100.5,71.3119,51.38
2015-06-25,25-Jun-2015,63.6121,99.7947,71.1692,51.4
2015-06-26,26-Jun-2015,63.6042,100.0939,71.2303,51.54
2015-06-29,29-Jun-2015,63.917,100.4008,70.411,52.17
2015-06-30,30-Jun-2015,63.7549,100.1207,71.2015,52.07
2015-07-01,01-Jul-2015,63.6223,99.8934,70.7671,51.85
2015-07-02,02-Jul-2015,63.5705,99.2018,70.3535,51.52
2015-07-03,03-Jul-2015,63.3963,98.9426,70.3319,51.49
2015-07-06,06-Jul-2015,63.5785,99.1062,70.2924,51.89
2015-07-07,07-Jul-2015,63.3749,98.8585,69.9659,51.67
2015-07-08,08-Jul-2015,63.569,98.2205,69.9323,52.17
2015-07-09,09-Jul-2015,63.5065,97.8508,70.4986,52.3
2015-07-10,10-Jul-2015,63.3793,97.6548,70.4334,51.97
2015-07-13,13-Jul-2015,63.4655,98.4731,70.6942,51.77
2015-07-14,14-Jul-2015,63.4978,98.1993,69.7269,51.48
2015-07-15,15-Jul-2015,63.3847,99.1337,69.6851,51.34
2015-07-16,16-Jul-2015,63.4955,99.1736,69.3942,51.28
2015-07-17,17-Jul-2015,63.4928,99.4297,69.1437,51.2
2015-07-20,20-Jul-2015,63.551,99.1014,68.8321,51.2
2015-07-21,21-Jul-2015,63.6506,99.1358,68.9081,51.17
2015-07-22,22-Jul-2015,63.5283,99.1931,69.6016,51.38
2015-07-23,23-Jul-2015,63.7138,99.5719,69.6264,51.37
2015-07-24,24-Jul-2015,63.8916,99.1023,70.121,51.56
2015-07-27,27-Jul-2015,64.0028,99.4348,70.6143,51.85
2015-07-28,28-Jul-2015,64.027,99.7156,70.8843,51.84
2015-07-29,29-Jul-2015,63.8943,99.7134,70.6288,51.75
2015-07-30,30-Jul-2015,64.0061,99.8303,70.0739,51.53
2015-07-31,31-Jul-2015,64.0054,99.8356,70.1627,51.55
2015-08-03,03-Aug-2015,63.9623,99.9347,70.1602,51.56
2015-08-04,04-Aug-2015,63.9315,99.8226,70.0497,51.59
2015-08-05,05-Aug-2015,63.8159,99.1508,69.3104,51.29
2015-08-06,06-Aug-2015,63.7603,99.6,69.7091,51.11
2015-08-07,07-Aug-2015,63.8061,98.925,69.6571,51.13
2015-08-10,10-Aug-2015,63.759,98.7563,69.8799,51.22
2015-08-11,11-Aug-2015,64.1732,99.8471,70.3595,51.37
2015-08-12,12-Aug-2015,64.827,101.0005,71.8218,51.91
2015-08-13,13-Aug-2015,64.9212,101.4394,72.2573,52.16
2015-08-14,14-Aug-2015,65.1225,101.6171,72.5595,52.35
2015-08-17,17-Aug-2015,65.22,102.2324,72.3942,52.42
2015-08-19,19-Aug-2015,65.2525,102.2507,72.1954,52.5
2015-08-20,20-Aug-2015,65.2385,102.2092,72.5713,52.59
2015-08-21,21-Aug-2015,65.8298,103.3857,74.2692,53.55
2015-08-24,24-Aug-2015,66.5093,104.0072,76.2729,54.97
2015-08-25,25-Aug-2015,66.709,105.1,77.1089,56.01
2015-08-26,26-Aug-2015,66.161,103.8794,75.8867,55.28
2015-08-27,27-Aug-2015,66.0605,102.3475,74.9655,55.08
2015-08-28,28-Aug-2015,66.0808,101.923,74.3673,54.54
2015-08-31,31-Aug-2015,66.3062,102.3105,74.495,54.75
2015-09-01,01-Sep-2015,66.2603,101.9945,74.788,55.05
2015-09-02,02-Sep-2015,66.1638,101.2174,74.6063,55.09
2015-09-03,03-Sep-2015,66.228,101.2229,74.3343,54.98
2015-09-04,04-Sep-2015,66.4003,101.1941,73.8903,55.57
2015-09-07,07-Sep-2015,66.7445,101.3649,74.2733,55.93
2015-09-08,08-Sep-2015,66.606,102.3002,74.6054,55.6
2015-09-09,09-Sep-2015,66.2945,101.888,73.9847,55.07
2015-09-10,10-Sep-2015,66.584,102.293,74.7139,55.14
2015-09-11,11-Sep-2015,66.3866,102.5939,74.8974,55.0
2015-09-14,14-Sep-2015,66.3708,102.5429,75.3242,55.18
2015-09-15,15-Sep-2015,66.4383,102.408,75.0487,55.55
2015-09-16,16-Sep-2015,66.5,101.9977,75.0253,55.34
2015-09-18,18-Sep-2015,65.9255,102.7515,75.1287,55.01
2015-09-21,21-Sep-2015,65.7531,102.1672,74.3799,54.83
2015-09-22,22-Sep-2015,65.625,101.7319,73.2638,54.5
2015-09-23,23-Sep-2015,65.9696,101.1908,73.378,54.92
2015-09-24,24-Sep-2015,66.0993,100.8874,73.9585,55.08
2015-09-28,28-Sep-2015,66.0805,100.3168,73.8119,54.92
2015-09-29,29-Sep-2015,66.1843,100.4611,74.6096,55.42
2015-09-30,30-Sep-2015,65.7418,99.5331,73.7952,54.8
2015-10-01,01-Oct-2015,65.554,99.1701,73.0796,54.54
2015-10-05,05-Oct-2015,65.2905,99.3134,73.3931,54.39
2015-10-06,06-Oct-2015,65.3908,99.054,73.1919,54.41
2015-10-07,07-Oct-2015,65.2571,99.5301,73.4664,54.34
2015-10-08,08-Oct-2015,65.157,99.7814,73.3277,54.41
2015-10-09,09-Oct-2015,64.7848,99.5418,73.0837,53.96
2015-10-12,12-Oct-2015,64.726,99.2962,73.5999,53.86
2015-10-13,13-Oct-2015,65.0215,99.886,73.9164,54.26
2015-10-14,14-Oct-2015,65.1123,99.4981,74.241,54.41
2015-10-15,15-Oct-2015,64.824,100.4124,74.5022,54.61
2015-10-16,16-Oct-2015,64.9697,100.5536,73.994,54.54
2015-10-19,19-Oct-2015,64.8178,100.1176,73.7497,54.36
2015-10-20,20-Oct-2015,64.8908,100.3926,73.5213,54.33
2015-10-21,21-Oct-2015,65.1513,100.535,73.9728,54.31
2015-10-23,23-Oct-2015,64.8815,99.8851,72.0639,53.79
2015-10-26,26-Oct-2015,64.9603,99.5452,71.6447,53.63
2015-10-27,27-Oct-2015,64.9553,99.7324,71.8406,53.83
2015-10-28,28-Oct-2015,65.0408,99.584,71.753,54.01
2015-10-29,29-Oct-2015,65.1515,99.3626,71.2497,53.93
2015-10-30,30-Oct-2015,65.2231,99.9348,71.6671,53.92
2015-11-02,02-Nov-2015,65.4793,101.0608,72.2171,54.38
2015-11-03,03-Nov-2015,65.451,100.9647,72.1008,54.24
2015-11-04,04-Nov-2015,65.568,101.1255,71.797,54.17
2015-11-05,05-Nov-2015,65.6755,101.0221,71.3499,54.05
2015-11-06,06-Nov-2015,65.791,99.9497,71.5477,54.0
2015-11-09,09-Nov-2015,66.3378,100.0308,71.4458,53.79
2015-11-10,10-Nov-2015,66.3495,100.2806,71.2992,53.8
2015-11-13,13-Nov-2015,66.139,100.5511,71.2648,53.9
2015-11-16,16-Nov-2015,66.169,100.6563,70.9729,54.05
2015-11-17,17-Nov-2015,65.9805,100.1056,70.3484,53.48
2015-11-18,18-Nov-2015,66.1138,100.5128,70.3914,53.63
2015-11-19,19-Nov-2015,66.1105,101.0301,70.7779,53.62
2015-11-20,20-Nov-2015,66.094,101.0379,70.8594,53.82
2015-11-23,23-Nov-2015,66.349,100.6647,70.4693,53.87
2015-11-24,24-Nov-2015,66.384,100.4523,70.5529,54.1
2015-11-26,26-Nov-2015,66.5507,100.6446,70.6968,54.3
2015-11-27,27-Nov-2015,66.7503,100.6795,70.8755,54.53
2015-11-30,30-Nov-2015,66.8148,100.3692,70.6834,54.41
2015-12-01,01-Dec-2015,66.518,100.4355,70.4359,54.13
2015-12-02,02-Dec-2015,66.6158,100.3434,70.666,54.12
2015-12-03,03-Dec-2015,66.745,99.6102,70.6696,54.08
2015-12-04,04-Dec-2015,66.8365,101.0434,73.0456,54.51
2015-12-07,07-Dec-2015,66.6263,100.6524,72.4028,54.05
2015-12-08,08-Dec-2015,66.7983,100.4914,72.5162,54.27
2015-12-09,09-Dec-2015,66.75,100.2919,72.891,54.4
2015-12-10,10-Dec-2015,66.7905,101.3679,73.4629,54.91
2015-12-11,11-Dec-2015,66.786,101.1006,73.104,54.75
2015-12-14,14-Dec-2015,66.994,101.784,73.4656,55.29
2015-12-15,15-Dec-2015,67.0435,101.6715,73.9289,55.49
2015-12-16,16-Dec-2015,66.8468,100.5777,73.1571,54.84
2015-12-17,17-Dec-2015,66.6488,99.6133,72.3273,54.43
2015-12-18,18-Dec-2015,66.4235,99.1703,72.1359,54.48
2015-12-21,21-Dec-2015,66.324,98.9886,72.134,54.67
2015-12-22,22-Dec-2015,66.2985,98.7052,72.3317,54.68
2015-12-23,23-Dec-2015,66.202,98.2967,72.4117,54.74
2015-12-28,28-Dec-2015,66.138,98.6911,72.5534,54.92
2015-12-29,29-Dec-2015,66.37,98.9112,72.8477,55.16
2015-12-30,30-Dec-2015,66.4243,98.5471,72.6018,55.17
2015-12-31,31-Dec-2015,66.326,98.3482,72.501,55.09
2016-01-01,01-Jan-2016,66.178,97.6059,71.8627,55.01
2016-01-04,04-Jan-2016,66.4623,97.9455,72.3907,55.65
2016-01-05,05-Jan-2016,66.5418,97.9562,72.0315,55.71
2016-01-06,06-Jan-2016,66.7165,97.773,71.7002,56.19
2016-01-07,07-Jan-2016,66.9115,97.8514,72.3782,56.78
2016-01-08,08-Jan-2016,66.669,97.4501,72.5292,56.32
2016-01-11,11-Jan-2016,66.7885,97.057,72.9264,56.93
2016-01-12,12-Jan-2016,66.8905,97.1518,72.7434,56.91
